Name	Length	CAI	%G+C	%G+C(1)	%G+C(2)	%G+C(3)	Nc
b2947	951	0.759	53.4	59.6	37.9	62.8	43.5
b2948	564	0.716	51.1	59.6	39.4	54.3	45.7
b2949	417	0.708	53	59.7	43.2	56.1	46
b2950	981	0.674	55.5	67	41.3	58.1	48.1
b2951	705	0.693	51.3	63	43	48.1	50.3
b2952	567	0.743	51.3	54.5	34.9	64.6	44.1
b2953	291	0.739	47.8	61.9	32	49.5	51
b2954	594	0.744	55.6	68.2	43.4	55.1	40.1
b2955	1137	0.746	53.2	63.3	40.1	56.2	45.5
b2956	1008	0.726	44.5	52.4	33.3	47.9	53.3
b2957	1047	0.74	52.6	57	41.3	59.6	39.8
b2958	720	0.791	52.5	59.6	36.7	61.3	38.7
b2959	327	0.802	48.6	57.8	33.9	54.1	34.8
b2960	720	0.783	52.6	65	37.9	55	42.7
b2961	1053	0.72	55.2	59.5	44.2	61.8	47.5
b2962	276	0.73	47.5	53.3	26.1	63	59.3
b2963	1080	0.757	51.1	51.7	41.1	60.6	46.5
b2964	1257	0.748	49.7	47	38.4	63.7	43.1
b2965	2136	0.739	52.2	61.5	38.6	56.5	45.7
b2966	708	0.698	51.7	53.8	44.5	56.8	52.9
b2968	537	0.652	53.3	61.5	39.1	59.2	46.8
b2971	411	0.658	44	41.6	44.5	46	59.3
b2972	810	0.635	51.7	55.9	44.8	54.4	53
b4466	4563	0.735	52	55.2	42	58.8	43.6
b2975	1683	0.708	53.5	53.8	44.9	61.7	48.6
b2976	2172	0.769	53.5	61	39.2	60.1	41.5
b2977	405	0.763	54.6	63.7	46.7	53.3	38.9
b4467	1224	0.726	55.6	65.9	43.6	57.1	45.6
b4468	1053	0.71	57.5	64.1	47.6	61	45.9
b2979	1500	0.715	56.7	67.4	41.2	61.4	48.4
b2980	765	0.709	55	65.5	37.6	62	48.6
b2981	1173	0.715	50.4	54	38.6	58.6	50.2
b2982	1017	0.707	54.7	55.8	37.5	70.8	43
b2983	1068	0.742	52.8	51.4	45.8	61.2	51.6
b2984	759	0.699	53.5	58.5	42.7	59.3	47.9
b2985	714	0.673	50.3	58	44.1	48.7	52.9
b2986	693	0.692	47.5	61	42.4	39	44.7
b2987	1500	0.715	51.9	54.2	43	58.6	49.1
b2988	1860	0.76	52.5	59.7	36.6	61.1	42.3
b2989	867	0.747	53.4	60.9	40.1	59.2	44.5
b2990	249	0.732	52.2	67.5	34.9	54.2	39
b2991	342	0.721	55	64	37.7	63.2	54.3
b2992	489	0.705	54.4	60.1	46.6	56.4	45.8
b2993	495	0.722	54.7	64.8	37	62.4	48.9
b2994	1704	0.778	52.9	57.7	40.1	60.9	39.2
b2995	1179	0.762	54.1	55	38.9	68.4	39.3
b2996	987	0.767	54.5	58.1	41.9	63.5	40.5
b2997	1119	0.726	54.3	62.7	45	55.2	42.9
b2998	288	0.755	45.5	49	40.6	46.9	51.9
b4755	144	0.687	50	54.2	37.5	58.3	61
b3001	1041	0.731	52.1	58.2	40.3	57.6	48.9
b3002	495	0.757	47.5	52.7	29.1	60.6	47.2
b3003	885	0.713	54.4	62.7	43.7	56.6	48.6
b3005	426	0.751	50.2	52.1	32.4	66.2	44.7
b3006	735	0.734	53.1	61.6	40.8	56.7	44
b3008	1188	0.721	51	58.8	40.9	53.3	49.4
b3009	660	0.73	51.1	54.5	41.4	57.3	43.6
b3010	957	0.739	50.5	53.9	37.6	59.9	47
b3011	1164	0.768	54.6	63.9	40.2	59.8	40.8
b3012	828	0.71	51.3	61.2	33.7	59.1	47.3
b3013	927	0.71	47.4	57.3	37.5	47.2	46
b3014	258	0.661	48.4	54.7	39.5	51.2	61
b4469	2220	0.771	54.6	58.2	44.9	60.7	42.9
b3017	1413	0.679	56.4	64.3	45.6	59.2	47.6
b3018	738	0.716	49.5	52.4	39.4	56.5	51.4
b3019	2259	0.771	54.7	62.9	39.4	61.6	41.2
b3020	1608	0.672	52.3	60.6	39.6	56.7	49.7
b3021	396	0.641	42.2	53.8	36.4	36.4	58
b3022	297	0.668	40.1	47.5	34.3	38.4	54.8
b3023	483	0.721	53.2	58.4	44.7	56.5	46.7
b3024	393	0.719	51.9	58	42	55.7	38.5
b3025	660	0.713	51.7	64.5	39.5	50.9	46.6
b3026	1350	0.661	53	63.8	38.7	56.7	53.3
b3027	333	0.557	34.2	36.9	32.4	33.3	52.5
b3028	582	0.752	50.5	58.2	36.1	57.2	44
b3029	315	0.72	50.5	63.8	37.1	50.5	39.3
b3030	1893	0.754	53.6	64	38	58.6	43.6
b3031	582	0.745	53.8	61.9	36.6	62.9	40.2
b3032	828	0.74	56.5	65.6	41.7	62.3	46.7
b3033	423	0.707	48.2	51.8	39.7	53.2	48.8
b3034	630	0.674	50.8	64.8	37.6	50	54.5
b3035	1482	0.765	51.3	55.5	40.9	57.7	45.5
b3036	261	0.629	52.9	56.3	50.6	51.7	42.7
b3037	672	0.708	56.1	57.1	57.6	53.6	40.7
b3038	1161	0.758	50.1	57.1	34.6	58.7	46.5
b3039	816	0.705	53.6	57.4	43.8	59.6	48.2
b3040	774	0.655	53.1	58.9	43.8	56.6	45.7
b4756	171	0.71	45	50.9	33.3	50.9	61
b3041	654	0.72	51.8	65.1	46.3	44	42.7
b3042	291	0.61	49.5	63.9	32	52.6	54.7
b3043	552	0.69	43.7	51.6	40.2	39.1	37.1
b3044	366	0.594	53	65.6	40.2	53.3	54.9
b3045	906	0.621	55.1	61.3	47.7	56.3	52.5
b3047	750	0.637	38.7	44	34.8	37.2	54.6
b3048	1065	0.633	39.9	47.3	40.6	31.8	52.5
b3049	201	0.778	45.3	53.7	38.8	43.3	38
b3050	630	0.644	42.5	51.9	36.7	39	56.3
b3051	1662	0.706	50.4	63.9	40.1	47.3	48.2
b4664	60	0.509	36.7	40	15	55	59.3
b4666	60	0.592	38.3	35	15	65	51
b3052	1434	0.744	55.7	65.7	41.4	60	43.4
b3053	2841	0.731	56	66	40	61.9	44.5
b3054	1302	0.785	55.4	64.5	40.6	61.1	43.7
b3055	621	0.755	52.7	58	38.2	61.8	39.1
b3056	1239	0.725	56.3	67.8	43.6	57.4	46.5
b3057	822	0.752	52.4	53.6	39.1	64.6	41.9
b3058	369	0.725	50.9	61	35	56.9	49.8
b3059	618	0.643	53.9	53.9	49.5	58.3	55.7
b3060	933	0.687	49.6	58.2	37.3	53.4	48.7
b3061	912	0.705	53.8	59.2	42.4	59.9	45.9
b3062	606	0.749	54	59.9	36.1	65.8	39
b3063	1464	0.687	55.3	54.9	44.9	66	50.1
b3064	1014	0.744	57.7	64.8	45.9	62.4	44.8
b3065	216	0.731	51.9	65.3	45.8	44.4	30.8
b3066	1746	0.671	52.3	61.3	38.8	56.7	53.3
b3067	1842	0.779	53	63	34.5	61.4	35
b3068	507	0.677	53.6	65.1	41.4	54.4	53.4
b3070	765	0.726	56.3	68.6	42.4	58	47.2
b3071	624	0.762	53.7	65.9	37.5	57.7	39.6
b3072	1521	0.755	54.8	60	42.8	61.5	42.7
b3073	1380	0.724	55.3	61.3	41.5	63	47.9
b3074	333	0.752	52.6	61.3	34.2	62.2	45.4
b3075	984	0.717	51.7	58.2	38.7	58.2	48.3
b3076	3093	0.767	54.5	58.3	38.3	67	41.7
b3077	450	0.743	45.6	54.7	30	52	56.5
b3078	1434	0.742	49.7	46.4	40.6	61.9	42.3
b3079	1071	0.72	51.9	54.1	44.5	57.1	48.2
b3080	2352	0.767	54.5	57	41.6	64.8	42.9
b3081	2019	0.713	57.2	63.2	43.5	64.9	45.7
b3082	417	0.704	48.4	58.3	38.1	48.9	53.2
b3083	315	0.674	38.4	48.6	28.6	38.1	41.1
b3084	1137	0.752	53.8	58.8	38.3	64.4	42.9
b3085	504	0.7	50.8	59.5	31	61.9	45.3
b3086	693	0.699	51.5	58	41.6	55	54
b3087	987	0.786	52.6	58.1	38	61.7	39.9
b3088	966	0.741	54	57.1	36.3	68.6	42
b3089	1245	0.747	55.2	58.3	43.9	63.4	44.5
b3090	552	0.704	49.6	47.8	44.6	56.5	53.5
b3091	1488	0.757	53.7	61.5	38.5	61.1	43.7
b3092	1413	0.828	54.3	59.4	37.4	66	34.3
b3093	1299	0.752	54.4	58	44.3	61	35
b3094	777	0.752	50.6	61	33.2	57.5	46.3
b3095	663	0.752	50.7	54.3	36.7	61.1	46.7
b3096	384	0.648	53.9	57	44.5	60.2	52.5
b3097	369	0.715	48.8	61.8	32.5	52	50.1
b3098	306	0.754	54.9	63.7	46.1	54.9	44.4
b3099	405	0.652	52.8	64.4	34.8	59.3	57.6
b3100	300	0.67	56.7	62	50	58	47.5
b3101	393	0.768	48.9	52.7	39.7	54.2	41.3
b3102	987	0.733	51.2	57.4	40.1	55.9	47.7
b3103	366	0.707	51.9	54.1	39.3	62.3	45.8
b3104	357	0.689	44.8	49.6	38.7	46.2	57.9
b3105	897	0.724	55.3	62.9	43.5	59.5	46.9
b3106	702	0.698	53.4	62	40.2	58.1	52.5
b3107	165	0.727	52.1	60	40	56.4	43
b4470	1311	0.738	56.9	60.4	47.6	62.7	46.1
b3110	1332	0.743	50.6	49.3	39.9	62.6	46.3
b4471	1365	0.713	53.4	59.3	44.4	56.5	48.1
b3113	390	0.727	52.6	59.2	37.7	60.8	39.1
b3114	2295	0.772	53.1	59.3	38.3	61.7	40.7
b3115	1209	0.751	48.3	57.1	41.9	45.9	46.3
b3116	1332	0.752	49.8	47.7	39.9	61.9	45.1
b3117	990	0.733	46.4	54.8	40.3	43.9	47.9
b3118	939	0.69	42.2	46.6	38	41.9	55
b3119	219	0.754	28.8	26	28.8	31.5	36.3
b3120	540	0.674	35.6	40.6	35	31.1	52
b3121	1188	0.668	31.8	38.1	29.3	28	49.4
b3124	1146	0.717	53.8	62.6	45.3	53.4	48.5
b3125	885	0.739	53	62	42	54.9	42.8
b3126	771	0.744	52.9	61.1	42	55.6	45.2
b3127	1335	0.744	51.3	51	39.3	63.6	45.6
b3128	1572	0.729	52.9	61.3	41.4	55.9	46.3
b3129	336	0.62	47.6	61.6	35.7	45.5	55.5
b3130	465	0.679	43.9	51	40.6	40	59.6
b3131	810	0.686	52.2	60.7	40	55.9	50.6
b3132	1281	0.778	55.3	65.6	40.5	59.7	42.4
b3133	474	0.71	50.6	65.2	33.5	53.2	49.5
b3136	1155	0.735	56.6	60	46.2	63.6	41.2
b3137	861	0.75	52	61.3	39	55.7	48.4
b3138	477	0.721	44	55.3	30.8	45.9	42.7
b3139	804	0.704	51.4	55.6	42.2	56.3	50
b3140	792	0.773	49.4	48.9	36	63.3	45.6
b3141	756	0.696	50.3	58.7	39.3	52.8	50.8
b3142	585	0.659	45.1	55.4	40.5	39.5	43.7
b3143	696	0.637	44.3	52.6	41.4	38.8	54.1
b3144	2517	0.681	47.6	52	42.9	47.9	52.3
b3145	1092	0.634	47.9	49.5	46.2	48.1	60.6
b3146	861	0.757	54.6	67.9	39.7	56.1	46.6
b3147	2037	0.743	54.1	61.4	44.3	56.4	44.6
b3148	396	0.698	54.5	59.1	49.2	55.3	53.1
b3149	591	0.715	50.3	59.9	42.6	48.2	51.6
b3150	576	0.745	54.3	60.4	44.3	58.3	41.9
b3151	1041	0.713	57.7	59.1	48.4	65.7	43.6
b3152	636	0.711	54.9	59	44.8	60.8	47.6
b3153	519	0.775	50.3	60.7	38.7	51.4	47.5
b3154	444	0.725	53.8	58.8	41.9	60.8	48.9
b3155	303	0.686	54.5	61.4	44.6	57.4	52
b3156	504	0.777	55.6	73.8	38.1	54.8	40.3
b3157	525	0.749	51.8	64.6	34.3	56.6	43.2
b3158	996	0.734	56.8	65.1	43.1	62.3	44.5
b3159	879	0.74	56	60.8	40.3	66.9	43.9
b3160	1008	0.731	55.9	62.2	42.3	63.1	48.7
b3161	1245	0.777	53.1	52	43.4	63.9	42.3
b3162	1890	0.77	55.6	71	44.1	51.6	36.3
b4685	81	0.709	39.5	59.3	29.6	29.6	48.4
b3163	885	0.67	48.2	58.3	34.2	52.2	60.6
b3164	2136	0.749	54.1	66.9	40.2	55.2	33.7
b3165	270	0.709	51.9	66.7	38.9	50	29.3
b3166	945	0.755	52.5	65.4	40.6	51.4	44.4
b3167	402	0.772	53	61.9	33.6	63.4	36.9
b3168	2673	0.741	53.4	68.1	40	52.2	35.4
b3169	1488	0.77	52.8	67.5	36.1	54.6	38.7
b3170	453	0.697	48.6	62.9	35.1	47.7	45.8
b3172	1344	0.757	52.6	59.6	40.2	58	44.2
b3173	1626	0.662	43.1	49.6	37.5	42.1	55.1
b3175	333	0.693	49.5	52.3	45.9	50.5	41.7
b3176	1338	0.744	54.4	64.8	42.6	55.8	43
b3177	849	0.691	51.6	61.8	38.9	54.1	53.8
b3178	1935	0.736	53.6	62.9	40.6	57.2	39.6
b3179	630	0.678	50.5	61.9	40.5	49	52.8
b3180	294	0.707	48.6	61.2	33.7	51	44
b3181	477	0.77	48.4	64.2	32.7	48.4	42.5
b3182	1434	0.698	53.1	58.8	43.7	56.9	52.6
b3183	1173	0.761	53.2	64.2	38.1	57.3	40
b3184	966	0.679	53	53.7	43.8	61.5	53.4
b3185	258	0.731	50	60.5	46.5	43	35.3
b3186	312	0.704	48.4	64.4	35.6	45.2	37.9
b3187	972	0.716	52.7	65.1	38	54.9	44.5
b3188	279	0.705	50.2	45.2	50.5	54.8	44.4
b3189	1260	0.742	53.3	65	42.9	52.1	42.3
b3190	255	0.788	50.6	57.6	34.1	60	41.4
b3191	294	0.679	53.4	62.2	35.7	62.2	44
b3192	636	0.757	52.4	59.4	38.2	59.4	42.7
b3193	552	0.721	49.8	57.6	42.4	49.5	45
b3194	783	0.701	55.2	56.7	44.1	64.8	48
b3195	810	0.666	54.6	63	42.6	58.1	49.3
b3196	978	0.65	52	58.9	41.4	55.8	51.3
b3197	987	0.727	51.9	61.7	41.3	52.6	48.9
b3198	567	0.736	52.6	63.5	40.2	54	49.4
b3199	576	0.68	46.4	51	34.9	53.1	60.6
b3200	558	0.743	49.6	57	32.8	59.1	41
b3201	726	0.707	54.4	66.1	38.4	58.7	50.6
b3202	1434	0.699	52.9	61.1	36.4	61.1	48.9
b3203	288	0.743	44.8	58.3	27.1	49	45.6
b3204	492	0.72	52.2	62.2	40.2	54.3	44.4
b3205	855	0.712	52.2	60.7	40.4	55.4	46.1
b3206	273	0.695	49.1	63.7	34.1	49.5	46.5
b3207	633	0.691	51.2	57.8	41.7	54	52.6
b3208	729	0.684	52	58.4	43.2	54.3	52.2
b3209	654	0.764	52.8	62.8	41.3	54.1	42.4
b3210	2337	0.747	50.6	61.7	32.9	57.3	44.9
b3211	930	0.744	56	64.8	42.9	60.3	45
b3212	4461	0.764	56.9	62.7	42.4	65.6	40.8
b3213	1419	0.78	56.2	63.2	41	64.3	38.2
b3214	765	0.655	45.4	48.6	48.6	38.8	54.1
b3215	675	0.622	41.6	49.3	40.4	35.1	51.5
b3216	2382	0.657	45.5	51.8	43.1	41.7	53.9
b3218	1017	0.707	54.7	55.8	37.5	70.8	43
b3219	717	0.636	43.5	46.9	47.3	36.4	52.5
b3220	1128	0.654	49.4	59.8	38.3	50	56.3
b3221	465	0.702	47.3	58.1	33.5	50.3	57.2
b3222	876	0.699	58.4	68.8	50.7	55.8	49
b3223	690	0.74	58.3	67	47.8	60	45.8
b3224	1491	0.715	55.1	58.4	45.7	61.2	43.8
b3225	894	0.722	52	62.8	37.2	56	47.7
b3226	792	0.745	52.3	63.6	39.8	53.4	42.1
b3227	1368	0.713	51	52.6	38.6	61.8	46.8
b3228	498	0.705	55.2	71.7	40.4	53.6	49.5
b3229	639	0.734	53.7	62.9	39	59.2	43.3
b3230	393	0.721	52.4	64.9	43.5	48.9	28.9
b3231	429	0.708	50.6	62.2	39.2	50.3	36.9
b3232	1128	0.675	51.8	63	38.3	54	50.7
b3233	399	0.781	54.4	64.7	39.8	58.6	42.4
b3234	1368	0.714	52	59	42.5	54.6	46.1
b3235	1068	0.726	52.7	60.4	40.4	57.3	45.5
b3236	939	0.749	52.3	65.8	41.5	49.5	39.4
b3237	471	0.7	48.6	56.7	36.3	52.9	50
b3238	264	0.656	48.5	55.7	47.7	42	43.4
b3239	273	0.706	42.9	61.5	25.3	41.8	45.2
b3240	1968	0.7	52.6	56.9	41.9	59	48.9
b3241	933	0.687	53.6	63	40.5	57.2	47.3
b3242	204	0.656	47.5	47.1	35.3	60.3	46.1
b3243	930	0.711	52.9	58.4	39.7	60.6	48.1
b3244	1446	0.747	54.6	65.1	42.3	56.2	42.4
b4472	3801	0.718	53.4	59.9	43.6	56.6	45.6
b3247	1470	0.732	52.1	63.5	36.9	55.9	46.3
b3248	594	0.745	53.7	64.6	40.4	56.1	46.9
b3249	489	0.711	51.3	54	33.7	66.3	51.8
b3250	1104	0.7	56	68.2	45.4	54.3	45.1
b3251	1044	0.751	54.3	65.2	43.4	54.3	40.1
b3252	1941	0.71	50.7	56.9	40.2	55	49.8
b3253	975	0.716	55.4	65.8	44.6	55.7	47.2
b3255	471	0.698	51.8	62.4	41.4	51.6	38.4
b3256	1350	0.759	53.4	61.3	40	58.9	39.4
b3257	243	0.739	54.3	59.3	44.4	59.3	48.6
b3258	1452	0.691	54.3	58.9	41.7	62.4	47.1
b3259	882	0.766	54.3	64.3	41.8	56.8	42.2
b3260	966	0.665	52.3	60.9	41.9	54	54.8
b3261	297	0.738	47.1	58.6	28.3	54.5	36.9
b3262	885	0.705	47.5	51.9	36.9	53.6	52.6
b3263	180	0.705	40.6	46.7	26.7	48.3	38.4
b3264	663	0.692	44.2	52.9	29.9	49.8	57
b3265	1158	0.693	52.1	61.1	42.7	52.3	49.6
b3266	3105	0.696	51.5	57.9	38.7	58	51.7
b3267	222	0.645	54.1	58.1	51.4	52.7	34.7
b3269	1182	0.667	50.3	55.1	41.1	54.6	52.2
b3270	1104	0.705	52.4	52.7	43.8	60.9	49.8
b3271	759	0.675	47	58.5	35.2	47.4	48.7
b3279	555	0.681	48.8	61.1	36.2	49.2	52.8
b3280	258	0.724	49.2	59.3	39.5	48.8	51.5
b3281	819	0.647	49	60.1	42.5	44.3	55.6
b3282	573	0.645	52.2	62.8	46.1	47.6	60.3
b3283	543	0.678	49.7	56.9	46.4	45.9	57.2
b3284	474	0.687	46	63.9	24.7	49.4	44.7
b4473	1125	0.596	50.9	65.9	44.8	42.1	54.5
b3287	510	0.737	46.3	67.1	30	41.8	47.2
b3288	948	0.661	52.8	65.2	44	49.4	47.5
b3289	1290	0.681	49.7	63.3	40.7	45.1	49.3
b3290	1377	0.71	50.1	63.8	36.6	49.9	49.9
b3291	411	0.711	45	56.2	31.4	47.4	44.9
b4550	219	0.568	43.4	50.7	38.4	41.1	37
b3292	426	0.666	48.8	58.5	40.1	47.9	61
b3293	369	0.673	48	63.4	35	45.5	58.3
b3294	384	0.714	53.6	63.3	46.9	50.8	34.6
b3295	990	0.706	52.2	66.7	37.3	52.7	44.3
b3296	621	0.714	50.7	62.8	38.6	50.7	42.6
b3297	390	0.692	51.5	59.2	53.8	41.5	38.7
b3298	357	0.707	51.8	61.3	45.4	48.7	39.1
b3299	117	0.718	47.9	51.3	41	51.3	49.1
b3300	1332	0.688	49.7	54.3	40.3	54.5	48.3
b3301	435	0.699	53.6	64.8	51.7	44.1	31.9
b3302	180	0.66	50	58.3	43.3	48.3	33.4
b3303	504	0.717	50.2	63.1	42.3	45.2	38.8
b3304	354	0.668	53.7	71.2	46.6	43.2	41.1
b3305	534	0.703	52.1	66.3	42.1	47.8	33.5
b3306	393	0.744	50.1	61.1	39.7	49.6	40.2
b3307	306	0.688	52.6	59.8	47.1	51	35.1
b3308	540	0.698	49.8	57.2	37.8	54.4	40.7
b3309	315	0.731	46	55.2	34.3	48.6	41.4
b3310	372	0.669	51.1	58.9	39.5	54.8	48.1
b3311	255	0.735	47.5	55.3	32.9	54.1	29.4
b3312	192	0.722	54.2	67.2	29.7	65.6	45.7
b3313	411	0.731	51.8	60.6	44.5	50.4	33.9
b3314	702	0.705	51	62.8	41.9	48.3	33.3
b3315	333	0.716	49.8	59.5	38.7	51.4	34.6
b3316	279	0.654	48.7	55.9	39.8	50.5	47.3
b3317	822	0.727	52.7	64.6	47.1	46.4	35.2
b3318	303	0.738	48.2	63.4	33.7	47.5	34.2
b3319	606	0.697	53	64.4	40.6	54	31.1
b3320	630	0.698	51.4	62.9	42.9	48.6	33.6
b3321	312	0.723	55.4	67.3	38.5	60.6	34.7
b3322	420	0.63	46	58.6	35	44.3	59.8
b3323	1470	0.622	49	57.1	42.2	47.6	56.9
b3324	816	0.574	42.4	52.2	36.8	38.2	61
b3325	1953	0.684	50.2	57.8	38.4	54.4	53
b3326	1482	0.669	52.5	61.5	40.7	55.3	52.3
b3327	1197	0.67	51	57.9	38.3	56.9	50.4
b3328	438	0.668	48.6	59.6	34.2	52.1	53.7
b3329	510	0.648	56.1	62.9	47.6	57.6	52
b3330	378	0.64	47.9	48.4	42.1	53.2	54.7
b3331	588	0.674	50.3	60.2	36.7	54.1	58.8
b3332	984	0.672	50.2	58.2	35.4	57	53.1
b3333	1164	0.641	48.6	57.2	38.7	50	55.1
b3334	462	0.623	47.8	54.5	37	51.9	58
b3335	678	0.64	50.4	55.8	40.7	54.9	54.1
b3336	477	0.724	43.2	61.6	23.9	44	46.1
b3337	195	0.753	46.2	53.8	33.8	50.8	53.6
b3338	2694	0.724	50.4	53.6	47	50.6	43.9
b3339	1185	0.735	53.2	65.1	39.2	55.4	28.8
b3340	2115	0.725	50.8	62.4	38.4	51.6	31.4
b3341	540	0.686	50.2	63.3	45	42.2	38.6
b3342	375	0.697	53.3	63.2	48	48.8	36.7
b3343	288	0.651	50.3	60.4	37.5	53.1	46.4
b3344	360	0.681	50.3	63.3	44.2	43.3	51.1
b3345	387	0.676	55.3	64.3	46.5	55	60.7
b3346	723	0.738	47.3	51.9	34.9	55.2	53.2
b3347	813	0.687	48.2	61.3	39.5	43.9	41.2
b3348	219	0.771	53	63	37	58.9	42.7
b3349	591	0.783	55.3	77.2	34.5	54.3	38.4
b4551	201	0.769	48.3	61.2	37.3	46.3	38.9
b3350	1806	0.711	54.8	63.1	38.2	63	47.3
b3351	555	0.71	56.6	62.2	45.4	62.2	44.2
b3352	1914	0.752	55.3	66	37.5	62.5	42.3
b3353	1023	0.752	54.3	60.7	42.8	59.2	45.9
b3354	219	0.741	49.8	63	32.9	53.4	46
b3355	870	0.722	53.2	58.6	39.3	61.7	46.4
b3356	405	0.763	51.6	61.5	40.7	52.6	49.1
b3357	633	0.748	49.4	58.3	35.5	54.5	43.6
b3358	2103	0.706	52.8	58.8	40.2	59.3	50.2
b3359	1221	0.768	54.5	63.6	42.3	57.7	44.1
b3360	564	0.691	53.4	63.3	40.4	56.4	49.9
b3361	603	0.704	53.1	65.7	35.3	58.2	46.4
b3362	168	0.58	51.2	64.3	39.3	50	52.7
b3363	573	0.735	51.1	57.6	39.3	56.5	47.6
b3364	1182	0.725	51.9	48.5	41.4	65.7	46.1
b3365	2544	0.773	54.3	61	41	60.8	38.1
b3366	327	0.82	56	60.6	34.9	72.5	34
b3367	807	0.707	54.9	52.4	48.3	63.9	42
b3368	1374	0.746	54.7	65.5	41.3	57.2	44.5
b3369	168	0.725	42.3	48.2	42.9	35.7	30.5
b3370	1338	0.702	54.6	51.6	46.6	65.7	48.5
b3371	1023	0.786	54.4	61	37.2	65.1	38.3
b4474	831	0.747	54.9	60.6	39	65	41.5
b3374	786	0.733	57.4	62.2	44.7	65.3	42.6
b3375	732	0.728	51	55.3	37.3	60.2	45.9
b3376	1086	0.71	56.9	67.7	43.1	59.9	46.6
b3377	1305	0.738	53	58.4	40.2	60.5	42.8
b3378	354	0.762	47.5	52.5	36.4	53.4	57.8
b3379	879	0.734	53	57.7	35.2	66.2	44
b3380	1227	0.715	54.1	66.5	39.9	56	45.2
b3381	1164	0.704	54.6	64.4	41.2	58	47.8
b3382	363	0.701	51.5	62	33.9	58.7	42.9
b3383	906	0.712	52.4	61.9	38.1	57.3	48
b3384	1005	0.781	52	59.7	35.5	60.9	42
b3385	759	0.717	52.8	66.4	39.1	53	50.4
b3386	678	0.728	51	62.8	35.8	54.4	46.7
b3387	837	0.71	49.6	55.6	37.3	55.9	54.5
b3388	1287	0.692	54.5	62.7	50.3	50.6	44.5
b3389	1089	0.692	54.2	63.6	42.4	56.5	48.7
b3390	522	0.727	49.2	63.2	36.8	47.7	44.2
b3391	1239	0.663	54.5	64.4	38.5	60.5	49.7
b3392	405	0.6	52.3	59.3	48.9	48.9	50.6
b3393	441	0.672	54.6	58.5	44.2	61.2	49.6
b3394	540	0.619	55.4	63.9	43.3	58.9	49.2
b3395	780	0.689	57.7	63.1	48.5	61.5	49.9
b3396	2553	0.74	55.5	61	43	62.6	43.2
b3397	561	0.697	50.8	61	35.8	55.6	51.4
b3398	2136	0.719	52.8	58.3	42.7	57.3	48.9
b3399	669	0.7	51.6	61.4	37.2	56.1	57.4
b3400	402	0.7	53.5	63.4	41	56	49.1
b3401	879	0.825	52.9	65.2	34.5	59	38.6
b3402	1725	0.69	50.1	53.9	38.1	58.3	51.4
b3403	1623	0.761	53.6	56.7	41.8	62.3	39.1
b3404	1353	0.715	57.1	61.9	41.7	67.6	46.3
b3405	720	0.737	55.1	67.5	39.2	58.8	42.6
b3406	477	0.741	49.9	59.1	35.2	55.3	46.2
b3407	2322	0.772	56.8	67.1	40.8	62.7	40.3
b3408	228	0.719	48.7	56.6	43.4	46.1	37.4
b3409	2322	0.746	54.7	58.3	40.2	65.8	41.5
b3410	237	0.703	54.9	59.5	46.8	58.2	41.9
b3411	879	0.687	47.6	55.6	36.5	50.5	55
b3412	771	0.714	56.2	65.4	40.9	62.3	48
b3413	684	0.66	56	59.2	51.8	57	48.3
b3414	576	0.752	53.3	64.1	37	58.9	40.1
b3415	1317	0.744	53.4	56.7	41.5	62	41.9
b3416	2085	0.738	55.2	61.3	42.4	61.7	44.2
b3417	2394	0.781	52.3	61.5	35.5	59.9	42.2
b3418	2706	0.751	54.1	64	37.4	61	44.1
b4475	1017	0.712	59.7	67.6	47.5	64	44.5
b3421	1227	0.756	50.9	58.2	40.1	54.5	41.2
b3422	1599	0.742	55.8	62.1	44.3	61	44.7
b3424	831	0.726	54.2	58.5	41.9	62.1	47.3
b3425	327	0.796	53.5	63.3	33.9	63.3	38.3
b3426	1506	0.769	55	62.2	42	61	41.7
b3427	282	0.65	46.1	51.1	35.1	52.1	43.2
b3428	2448	0.759	51	57.5	34.6	60.9	43.4
b3429	1434	0.704	55	65.3	42.3	57.3	50.4
b3430	1296	0.76	52.6	59.3	38.9	59.7	43.3
b3431	1974	0.711	54.4	61.9	43	58.2	49
b3432	2187	0.735	53.3	61	39.6	59.1	46.5
b3433	1104	0.712	54.2	60.1	43.8	58.7	48.9
b3434	594	0.659	50	55.6	35.9	58.6	47.6
b4476	1341	0.733	55	60.6	43	61.5	43.3
b3437	528	0.791	49.6	59.1	34.1	55.7	42.3
b3438	996	0.715	54.4	62.7	42.5	58.1	49.2
b3439	696	0.812	52.3	59.9	36.6	60.3	40.1
b3440	1038	0.742	50.8	59	35.8	57.5	41.9
b3441	489	0.642	51.7	61.3	36.8	57.1	58.3
b3442	1179	0.603	34	41.2	34.9	26	46.5
b3444	276	0.672	52.9	50	54.3	54.3	46.6
b3445	504	0.664	54.6	57.7	39.9	66.1	46
b4612	156	0.65	32.7	42.3	23.1	32.7	47.6
b3446	285	0.665	45.6	58.9	37.9	40	46.3
b3447	1743	0.743	55	59.4	42.7	63	43.9
b3448	441	0.672	51.5	55.8	34	64.6	48.4
b3449	744	0.737	56.5	61.3	43.1	64.9	45.7
b3450	1071	0.732	57.7	68.6	40.1	64.4	42
b3451	846	0.733	54.4	51.1	38.3	73.8	41.8
